,text
4991,"When I had been in Mr. Pocket’s family a month or two, Mr. and Mrs. Camilla turned up. Camilla was Mr. Pocket’s sister. Georgiana, whom I had seen at Miss Havisham’s on the same occasion, also turned up. She was a cousin,—an indigestive single woman, who called her rigidity religion, and her liver love. These people hated me with the hatred of cupidity and disappointment. As a matter of course, they fawned upon me in my prosperity with the basest meanness. Towards Mr. Pocket, as a grown-up infant with no notion of his own interests, they showed the complacent forbearance I had heard them express. Mrs. Pocket they held in contempt; but they allowed the poor soul to have been heavily disappointed in life, because that shed a feeble reflected light upon themselves."
4992,"These were the surroundings among which I settled down, and applied myself to my education. I soon contracted expensive habits, and began to spend an amount of money that within a few short months I should have thought almost fabulous; but through good and evil I stuck to my books. There was no other merit in this, than my having sense enough to feel my deficiencies. Between Mr. Pocket and Herbert I got on fast; and, with one or the other always at my elbow to give me the start I wanted, and clear obstructions out of my road, I must have been as great a dolt as Drummle if I had done less."
4993,"I had not seen Mr. Wemmick for some weeks, when I thought I would write him a note and propose to go home with him on a certain evening. He replied that it would give him much pleasure, and that he would expect me at the office at six o’clock. Thither I went, and there I found him, putting the key of his safe down his back as the clock struck."
4994,“Did you think of walking down to Walworth?” said he.
4995,"“Certainly,” said I, “if you approve.”"
4996,"“Very much,” was Wemmick’s reply, “for I have had my legs under the desk all day, and shall be glad to stretch them. Now, I’ll tell you what I have got for supper, Mr. Pip. I have got a stewed steak,—which is of home preparation,—and a cold roast fowl,—which is from the cook’s-shop. I think it’s tender, because the master of the shop was a Juryman in some cases of ours the other day, and we let him down easy. I reminded him of it when I bought the fowl, and I said, “Pick us out a good one, old Briton, because if we had chosen to keep you in the box another day or two, we could easily have done it.” He said to that, “Let me make you a present of the best fowl in the shop.” I let him, of course. As far as it goes, it’s property and portable. You don’t object to an aged parent, I hope?”"
4997,"I really thought he was still speaking of the fowl, until he added, “Because I have got an aged parent at my place.” I then said what politeness required."
4998,"“So, you haven’t dined with Mr. Jaggers yet?” he pursued, as we walked along."
4999,“Not yet.”
5000,"“He told me so this afternoon when he heard you were coming. I expect you’ll have an invitation to-morrow. He’s going to ask your pals, too. Three of ’em; ain’t there?”"
5001,"Although I was not in the habit of counting Drummle as one of my intimate associates, I answered, “Yes.”"
5002,"“Well, he’s going to ask the whole gang,”—I hardly felt complimented by the word,—“and whatever he gives you, he’ll give you good. Don’t look forward to variety, but you’ll have excellence. And there’s another rum thing in his house,” proceeded Wemmick, after a moment’s pause, as if the remark followed on the housekeeper understood; “he never lets a door or window be fastened at night.”"
5003,“Is he never robbed?”
5004,"“That’s it!” returned Wemmick. “He says, and gives it out publicly, “I want to see the man who’ll rob me.” Lord bless you, I have heard him, a hundred times, if I have heard him once, say to regular cracksmen in our front office, “You know where I live; now, no bolt is ever drawn there; why don’t you do a stroke of business with me? Come; can’t I tempt you?” Not a man of them, sir, would be bold enough to try it on, for love or money.”"
5005,“They dread him so much?” said I.
5006,"“Dread him,” said Wemmick. “I believe you they dread him. Not but what he’s artful, even in his defiance of them. No silver, sir. Britannia metal, every spoon.”"
5007,"“So they wouldn’t have much,” I observed, “even if they—”"
5008,"“Ah! But he would have much,” said Wemmick, cutting me short, “and they know it. He’d have their lives, and the lives of scores of ’em. He’d have all he could get. And it’s impossible to say what he couldn’t get, if he gave his mind to it.”"
5009,"I was falling into meditation on my guardian’s greatness, when Wemmick remarked:—"
5010,"“As to the absence of plate, that’s only his natural depth, you know. A river’s its natural depth, and he’s his natural depth. Look at his watch-chain. That’s real enough.”"
